,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.005,-0.01577005243405765,-0.011063847828636848,0.04020241326982065,-0.042216222786981755,-0.01930681841845239,-0.004573077904627479,0.0033027975671975265,-0.016054299300288354,-0.019843191525463863,0.01090477810619948,-0.04089887890952235,-0.020011843350702274,0.0087592906536498,-0.021651576751272075,-0.0015307037932991117,-0.016910221345371568,-0.002097834820149365,-0.025947663301697968,0.020938785580159523,-0.015658322514163235,0.008650027728837502,0.0028950237936782404,-0.013181150919299528,-0.008781905454390608,-0.0002701565907559725,-0.010151798403618899,0.05471255252794307,-0.009343386654052648,0.0017499373475510826,-0.0008310945405773738,0.032734227546204406,-0.0185886744940111,0.017943615305850154,-0.015240357046130113,0.0668918910411887,0.009614394098542,-0.04009582293093911,0.01597406294693686,0.033965856801909076,-0.012770135550916576,0.029545691685306116,0.07415194745129475,0.0022990444084075683,0.014977452486579834,-0.0052477448080670425,0.018681380597247357,-0.06297852208982625,-0.06503571642313544,-0.0634335660644846,0.02457274552448887,-0.00010529116155728879,0.00023743601678766386,0.02250933125717552,0.007467888485178008,-0.009781270178127546,-0.021442288790872528,0.047545226448953364,0.013992244844160142,0.06031444982340099,0.04197928303389532,0.015033746232062644,-0.027130776784227942,0.006203931967516312,0.019643084878778937,-0.019559504973216117,-0.00620879228718171,0.003397224501590643,-0.0005993951853227022
0.01,-0.03942513108514412,-0.027659619571592096,0.10050603317455162,-0.10554055696745433,-0.04826704604613091,-0.011432694761568718,0.00825699391799381,-0.04013574825072093,-0.04960797881365969,0.027261945265498688,-0.10224719727380593,-0.05002960837675571,0.021898226634124506,-0.05412894187818017,-0.0038267594832477932,-0.04227555336342892,-0.005244587050373423,-0.06486915825424497,0.05234696395039884,-0.03914580628540811,0.021625069322093765,0.007237559484195617,-0.03295287729824883,-0.021954763635976496,-0.0006753914768899416,-0.025379496009047264,0.1367813813198577,-0.023358466635131594,0.004374843368877709,-0.002077736351443437,0.08183556886551104,-0.046471686235027766,0.044859038264625374,-0.038100892615325274,0.16722972760297178,0.024035985246354998,-0.10023955732734781,0.039935157367342135,0.0849146420047727,-0.031925338877291445,0.0738642292132653,0.1853798686282369,0.005747611021018881,0.0374436312164496,-0.013119362020167655,0.04670345149311837,-0.15744630522456557,-0.1625892910578386,-0.1585839151612114,0.061431863811222134,-0.0002632279038932289,0.000593590041969138,0.05627332814293881,0.01866972121294501,-0.024453175445318887,-0.05360572197718133,0.11886306612238348,0.034980612110400364,0.1507861245585025,0.10494820758473832,0.03758436558015661,-0.06782694196056985,0.015509829918790767,0.04910771219694733,-0.04889876243304031,-0.015521980717954298,0.008493061253976593,-0.0014984879633067546
0.015,-0.0630802097362306,-0.04425539131454739,0.1608096530792826,-0.16886489114792702,-0.07722727367380956,-0.018292311618509915,0.013211190268790106,-0.06421719720115342,-0.07937276610185545,0.04361911242479792,-0.1635955156380894,-0.0800473734028091,0.0350371626145992,-0.0866063070050883,-0.006122815173196447,-0.06764088538148627,-0.00839133928059746,-0.10379065320679187,0.08375514232063809,-0.06263329005665294,0.03460011091535001,0.011580095174712961,-0.05272460367719811,-0.03512762181756243,-0.00108062636302389,-0.040607193614475595,0.21885021011177228,-0.03737354661621059,0.00699974939020433,-0.003324378162309495,0.13093691018481762,-0.0743546979760444,0.07177446122340062,-0.06096142818452045,0.2675675641647548,0.038457576394168,-0.16038329172375643,0.06389625178774744,0.1358634272076363,-0.051080542203666306,0.11818276674122447,0.296607789805179,0.009196177633630273,0.05990980994631934,-0.02099097923226817,0.07472552238898943,-0.251914088359305,-0.26014286569254175,-0.2537342642579384,0.09829098209795548,-0.00042116464622915517,0.0009497440671506555,0.09003732502870208,0.02987155394071203,-0.03912508071251018,-0.08576915516349011,0.19018090579581345,0.05596897937664057,0.24125779929360397,0.1679171321355813,0.060134984928250576,-0.10852310713691177,0.024815727870065248,0.07857233951511575,-0.07823801989286447,-0.02483516914872684,0.013588898006362572,-0.002397580741290809
0.02,-0.08673528838731707,-0.060851163057502614,0.22111327298401368,-0.2321892253283996,-0.10618750130148794,-0.025151928475451196,0.01816538661958636,-0.0882986461515861,-0.10913755339005132,0.05997627958409714,-0.22494383400237306,-0.11006513842886256,0.048176098595074,-0.11908367213199642,-0.008418870863145085,-0.09300621739954362,-0.011538091510821552,-0.14271214815933903,0.11516332069087747,-0.08612077382789782,0.04757515250860628,0.015922630865230318,-0.07249633005614745,-0.048300479999148355,-0.0014858612491579215,-0.05583489121990397,0.3009190389036869,-0.05138862659728956,0.009624655411530972,-0.0045710199731755705,0.18003825150412428,-0.10223770971706107,0.09868988418217589,-0.08382196375371563,0.3679054007265378,0.05287916754198098,-0.22052702612016511,0.08785734620815275,0.1868122124104999,-0.07023574553004117,0.1625013042691837,0.40783571098212124,0.0126447442462417,0.08237598867618909,-0.02886259644436895,0.10274759328486056,-0.3463818714940442,-0.35769644032724485,-0.34888461335466536,0.13515010038468872,-0.0005791013885651508,0.0013058980923320931,0.12380132191446544,0.04107338666847904,-0.053796985979701575,-0.11793258834979892,0.26149874546924345,0.0769573466428808,0.33172947402870545,0.23088605668642437,0.08268560427634455,-0.14921927231325374,0.034121625821339714,0.10803696683328415,-0.10757727735268872,-0.03414835757949938,0.018684734758748538,-0.003296673519274862
0.025,-0.11039036703840355,-0.07744693480045794,0.2814168928887445,-0.2955135595088726,-0.13514772892916654,-0.032011545332392394,0.023119582970382635,-0.11238009510201856,-0.13890234067824714,0.07633344674339637,-0.2862921523666566,-0.14008290345491603,0.061315034575548676,-0.15156103725890457,-0.010714926553093779,-0.11837154941760102,-0.014684843741045644,-0.1816336431118859,0.1465714990611167,-0.10960825759914267,0.060550194101862465,0.020265166555747678,-0.09226805643509667,-0.061473338180734305,-0.0018910961352918698,-0.07106258882533231,0.38298786769560156,-0.06540370657836844,0.012249561432857575,-0.005817661784041667,0.22913959282343085,-0.1301207214580777,0.12560530714095103,-0.10668249932291082,0.46824323728832096,0.067300758689794,-0.28067076051657386,0.111818440628558,0.23776099761336347,-0.08939094885641602,0.2068198417971429,0.5190636321590636,0.016093310858852954,0.10484216740605888,-0.03673421365646934,0.1307696641807316,-0.4408496546287838,-0.4552500149619481,-0.4440349624513923,0.17200921867142205,-0.0007370381309011464,0.0016620521175135794,0.15756531880022873,0.052275219396246034,-0.06846889124689298,-0.15009602153610774,0.3328165851426736,0.09794571390912107,0.422201148763807,0.29385498123726733,0.10523622362443846,-0.18991543748959566,0.04342752377261422,0.13750159415145258,-0.13691653481251287,-0.04346154601027197,0.02378057151113451,-0.004195766297258921
0.030000000000000002,-0.13404544568949006,-0.09404270654341321,0.3417205127934756,-0.3588378936893453,-0.164107956556845,-0.03887116218933362,0.028073779321178965,-0.13646154405245103,-0.1686671279664429,0.09269061390269562,-0.34764047073094023,-0.1701006684809695,0.07445397055602335,-0.18403840238581262,-0.013010982243042375,-0.14373688143565824,-0.017831595971269654,-0.22055513806443286,0.17797967743135606,-0.13309574137038754,0.0735252356951187,0.024607702246265073,-0.11203978281404599,-0.07464619636232012,-0.002296331021425846,-0.08629028643076067,0.465056696487516,-0.07941878655944745,0.01487446745418429,-0.007064303594907714,0.27824093414273754,-0.15800373319909444,0.15252073009972633,-0.129543034892106,0.5685810738501043,0.08172234983760704,-0.3408144949129825,0.1357795350489633,0.2887097828162273,-0.10854615218279093,0.25113837932510197,0.6302915533360055,0.01954187747146438,0.1273083461359285,-0.04460583086856992,0.15879173507660266,-0.535317437763523,-0.5528035895966512,-0.5391853115481192,0.20886833695815535,-0.0008949748732369756,0.0020182061426951003,0.19132931568599193,0.06347705212401306,-0.08314079651408415,-0.18225945472241656,0.4041344248161037,0.1189340811753613,0.5126728234989084,0.35682390578811035,0.12778684297253248,-0.23061160266593758,0.05273342172388869,0.1669662214696209,-0.16625579227233708,-0.052774734441044496,0.028876408263520517,-0.005094859075242966
0.034999999999999996,-0.1577005243405765,-0.11063847828636839,0.40202413269820647,-0.42216222786981733,-0.19306818418452365,-0.04573077904627487,0.03302797567197524,-0.16054299300288372,-0.19843191525463877,0.10904778106199475,-0.40898878909522374,-0.20011843350702285,0.08759290653649802,-0.21651576751272067,-0.015307037932991173,-0.16910221345371568,-0.02097834820149369,-0.2594766330169799,0.20938785580159536,-0.15658322514163245,0.08650027728837506,0.028950237936782468,-0.1318115091929953,-0.08781905454390598,-0.0027015659075597664,-0.10151798403618906,0.5471255252794308,-0.09343386654052638,0.017499373475510838,-0.008310945405773748,0.32734227546204414,-0.18588674494011106,0.1794361530585015,-0.1524035704613011,0.6689189104118871,0.09614394098541999,-0.40095822930939123,0.15974062946936854,0.3396585680190908,-0.12770135550916578,0.2954569168530612,0.7415194745129476,0.022990444084075523,0.1497745248657984,-0.05247744808067062,0.1868138059724735,-0.6297852208982623,-0.6503571642313544,-0.6343356606448456,0.24572745524488854,-0.0010529116155729157,0.002374360167876552,0.22509331257175524,0.07467888485178004,-0.09781270178127555,-0.21442288790872532,0.4754522644895339,0.13992244844160145,0.60314449823401,0.41979283033895326,0.15033746232062645,-0.2713077678422794,0.06203931967516307,0.19643084878778933,-0.19559504973216124,-0.06208792287181719,0.03397224501590637,-0.0059939518532270185
0.04,-0.181355602991663,-0.12723425002932376,0.4623277526029375,-0.4854865620502901,-0.22202841181220212,-0.05259039590321607,0.03798217202277154,-0.18462444195331618,-0.22819670254283458,0.12540494822129394,-0.470337107459507,-0.23013619853307643,0.10073184251697273,-0.24899313263962886,-0.017603093622939783,-0.19446754547177297,-0.024125100431717672,-0.29839812796952636,0.24079603417183465,-0.1800707089128773,0.09947531888163141,0.03329277362729978,-0.15158323557194447,-0.10099191272549202,-0.003106800793693798,-0.11674568164161733,0.6291943540713452,-0.10744894652160542,0.020124279496837538,-0.009557587216639865,0.37644361678135085,-0.21376975668112763,0.20635157601727686,-0.1752641060304963,0.7692567469736704,0.11056553213323304,-0.4611019637057998,0.1837017238897739,0.39060735322195445,-0.14685655883554063,0.3397754543810204,0.85274739568989,0.02643901069668725,0.172240703595668,-0.0603490652927709,0.21483587686834485,-0.7242530040330019,-0.7479107388660573,-0.729486009741573,0.2825865735316219,-0.0012108483579087448,0.0027305141930581006,0.25885730945751856,0.08588071757954713,-0.112484607048467,-0.24658632109503414,0.546770104162964,0.1609108157078416,0.6936161729691113,0.48276175488979634,0.17288808166872038,-0.31200393301862134,0.07134521762643763,0.22589547610595773,-0.22493430719198543,-0.07140111130258964,0.039068081768292406,-0.006893044631211084
0.045,-0.20501068164274944,-0.14383002177227894,0.5226313725076686,-0.5488108962307636,-0.25098863943988065,-0.05945001276015732,0.042936368373567735,-0.20870589090374875,-0.2579614898310304,0.14176211538059325,-0.5316854258237907,-0.2601539635591297,0.11387077849744746,-0.28147049776653693,-0.019899149312888414,-0.21983287748983044,-0.02727185266194182,-0.3373196229220736,0.2722042125420739,-0.20355819268412217,0.11245036047488755,0.037635309317817126,-0.1713549619508939,-0.11416477090707783,-0.0035120356798277186,-0.13197337924704566,0.7112631828632597,-0.12146402650268434,0.022749185518164183,-0.010804229027505885,0.4255449581006573,-0.2416527684221444,0.23326699897605202,-0.1981246415996915,0.8695945835354535,0.12498712328104594,-0.5212456981022086,0.20766281831017921,0.441556138424818,-0.16601176216191538,0.38409399190897964,0.9639753168668324,0.02988757730929828,0.19470688232553807,-0.06822068250487145,0.24285794776421574,-0.8187207871677411,-0.8454643135007607,-0.8246363588382998,0.31944569181835525,-0.0013687851002449625,0.0030866682182395244,0.2926213063432819,0.09708255030731411,-0.12715651231565822,-0.27874975428134297,0.6180879438363939,0.18189918297408184,0.7840878477042129,0.5457306794406391,0.19543870101681443,-0.3527000981949632,0.08065111557771207,0.25536010342412613,-0.25427356465180967,-0.0807142997333623,0.04416391852067826,-0.0077921374091951354
0.049999999999999996,-0.22866576029383595,-0.160425793515234,0.5829349924123993,-0.6121352304112352,-0.27994886706755917,-0.06630962961709863,0.04789056472436409,-0.23278733985418124,-0.28772627711922616,0.15811928253989238,-0.5930337441880742,-0.29017172858518303,0.1270097144779222,-0.313947862893445,-0.022195205002837115,-0.2451982095078876,-0.030418604892165968,-0.37624111787462067,0.3036123909123132,-0.2270456764553671,0.1254254020681439,0.04197784500833451,-0.1911266883298431,-0.12733762908866375,-0.003917270565961584,-0.14720107685247402,0.7933320116551743,-0.13547910648376332,0.025374091539490704,-0.012050870838371974,0.47464629941996406,-0.26953578016316093,0.2601824219348272,-0.2209851771688866,0.9699324200972367,0.13940871442885897,-0.5813894324986171,0.2316239127305845,0.49250492362768195,-0.18516696548829026,0.42841252943693875,1.0752032380437742,0.03333614392190984,0.2171730610554076,-0.07609229971697229,0.27088001866008676,-0.9131885703024806,-0.9430178881354638,-0.9197867079350266,0.3563048101050885,-0.001526721842580625,0.0034428222434210454,0.3263853032290452,0.1082843830350812,-0.14182841758284964,-0.31091318746765173,0.6894057835098241,0.20288755024032212,0.8745595224393143,0.6086996039914824,0.2179893203649083,-0.3933962633713052,0.08995701352898651,0.28482473074229453,-0.28361282211163386,-0.09002748816413467,0.04925975527306445,-0.008691230187179192
